,AIR,ANIMALS,APOLLO,APPLE,ARK,ARM,ARROW,ASS,BASKET,BATH,BEAR,BELL,BIRD,BIRDS,BLOOD,BOAT,BODY,BOOK,BOTTLE,BOW,BOX,BRANCH,BRIDGE,CASTLE,CHAIN,CHARIOT,CHILD,CIRCLE,CITY,CLOAK,CLOTHES,CLOUDS,COLD,COLUMN,COMBAT,COW,CROSS,CROWD,CROWN,CRYSTAL,DANCE,DARKNESS,DEATH,DESERT,DESTRUCTION,DEVIL,DISGUISE,DOG,DOOR,DOVE,DRAGON,DRINK,DUST,DWARF,EAGLE,EARTH,EGYPT,EMPEROR,EVE,EYE,FARMER,FATHER,FIELDS,FIGHT,FIRE,FISH,FLIGHT,FLUTE,FOOT,FOREST,FOUNTAIN,FRUIT,GARDEN,GARLAND,GIANT,GOBLET,GOLD,HAIR,HALO,HAND,HARE,HAT,HEAD,HEART,HEAVEN,HELL,HERO,HORNS,HORSE,HOUSE,HUNT,HUNTER,INSTRUMENTS,ISLAND,IVY,JOURNEY,JUPITER,KING,KNIFE,LAMP,LAUREL,LIFE,LIGHT,LION,LOVE,LOVER,MAN,MARRIAGE,MARS,MASK,MEADOW,MIRROR,MIST,MOON,MOTHER,MOUNTAIN,MOUTH,MUSIC,MUSICIAN,NATURE,NIGHT,NUMBERS,TEN,NYMPHS,PALACE,PAN,PARADISE,PILLAR,POINT,POMEGRANATE,POWER,PRINCE,PROCESSION,RADIANCE,RELIEF,RING,RIVER,ROCK,ROOM,RUINS,SACRIFICE,SEA,SEASONS,SECRET,SERPENT,SHEPHERD,SHIP,SIGN,SKIN,SKULL,SNOW,SPACE,STAG,STARS,STONE,STORM,STRENGTH,SUN,SWORD,TEMPLE,THORN,THREAD,THRONE,TIME,TOMB,TOWER,TREASURE,TREE,TRIUMPH,TWILIGHT,VALLEY,VENUS,VESSEL,VICTORY,VINE,VOYAGE,WALL,WAR,WARRIORS,WATER,WAVES,WEAVING,WELL,WEST,WHEEL,WHITE,WIND,WINDOW,WINE,WINGS,WOLF,WOMAN,WOOD,WORLD
HUNT,6.0,11.0,2.0,0.0,7.0,5.0,1.0,12.0,2.0,2.0,3.0,2.0,7.0,2.0,10.0,2.0,4.0,3.0,0.0,1.0,4.0,2.0,4.0,4.0,3.0,7.0,7.0,5.0,5.0,1.0,5.0,4.0,1.0,6.0,1.0,2.0,8.0,1.0,6.0,2.0,4.0,3.0,9.0,5.0,4.0,7.0,3.0,6.0,1.0,3.0,9.0,2.0,1.0,2.0,8.0,9.0,4.0,4.0,14.0,3.0,2.0,2.0,0.0,2.0,6.0,4.0,3.0,2.0,4.0,6.0,4.0,1.0,5.0,3.0,6.0,2.0,8.0,4.0,2.0,6.0,5.0,15.0,9.0,4.0,9.0,5.0,5.0,5.0,11.0,5.0,17.0,13.0,0.0,5.0,0.0,5.0,2.0,11.0,2.0,1.0,2.0,9.0,9.0,6.0,4.0,2.0,15.0,2.0,1.0,2.0,2.0,6.0,5.0,6.0,9.0,9.0,4.0,6.0,1.0,8.0,7.0,3.0,11.0,5.0,4.0,6.0,2.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,13.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,9.0,2.0,9.0,9.0,5.0,2.0,2.0,7.0,9.0,5.0,7.0,4.0,4.0,7.0,8.0,8.0,0.0,1.0,0.0,9.0,0.0,4.0,7.0,6.0,4.0,5.0,3.0,2.0,0.0,1.0,3.0,4.0,3.0,6.0,0.0,10.0,2.0,0.0,6.0,3.0,7.0,9.0,4.0,2.0,1.0,2.0,3.0,6.0,3.0,9.0
HUNTER,12.0,26.0,2.0,3.0,21.0,14.0,3.0,29.0,3.0,2.0,7.0,2.0,20.0,9.0,15.0,10.0,10.0,9.0,1.0,3.0,6.0,3.0,8.0,13.0,7.0,12.0,14.0,15.0,12.0,6.0,12.0,10.0,5.0,15.0,6.0,3.0,26.0,4.0,10.0,6.0,10.0,10.0,24.0,10.0,10.0,9.0,5.0,10.0,4.0,7.0,24.0,6.0,3.0,6.0,18.0,16.0,15.0,8.0,28.0,11.0,6.0,4.0,2.0,7.0,18.0,6.0,10.0,4.0,7.0,7.0,6.0,1.0,7.0,8.0,14.0,8.0,14.0,5.0,6.0,16.0,8.0,36.0,21.0,11.0,18.0,14.0,12.0,12.0,19.0,10.0,13.0,42.0,1.0,8.0,0.0,12.0,7.0,23.0,3.0,5.0,4.0,20.0,18.0,14.0,12.0,6.0,36.0,5.0,10.0,6.0,4.0,14.0,9.0,18.0,19.0,20.0,11.0,15.0,4.0,13.0,14.0,9.0,21.0,7.0,9.0,15.0,6.0,3.0,22.0,5.0,14.0,3.0,16.0,3.0,3.0,23.0,5.0,6.0,8.0,3.0,12.0,15.0,7.0,7.0,19.0,2.0,24.0,29.0,7.0,5.0,4.0,20.0,18.0,9.0,16.0,5.0,6.0,19.0,18.0,21.0,4.0,1.0,4.0,27.0,2.0,12.0,11.0,17.0,6.0,11.0,7.0,4.0,2.0,3.0,6.0,10.0,6.0,21.0,4.0,24.0,4.0,2.0,18.0,9.0,21.0,17.0,9.0,4.0,3.0,7.0,7.0,13.0,7.0,23.0
INSTRUMENTS,4.0,8.0,2.0,1.0,6.0,6.0,2.0,12.0,0.0,3.0,3.0,3.0,6.0,3.0,6.0,2.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,6.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,3.0,6.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,6.0,3.0,2.0,1.0,5.0,5.0,3.0,3.0,11.0,3.0,2.0,1.0,3.0,3.0,7.0,6.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,8.0,3.0,11.0,6.0,2.0,9.0,3.0,6.0,7.0,6.0,2.0,0.0,1.0,13.0,0.0,0.0,4.0,1.0,9.0,0.0,1.0,1.0,6.0,7.0,5.0,1.0,0.0,11.0,3.0,4.0,3.0,0.0,7.0,4.0,3.0,3.0,7.0,5.0,6.0,2.0,6.0,4.0,3.0,8.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,7.0,3.0,2.0,0.0,3.0,6.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,6.0,10.0,2.0,3.0,0.0,8.0,5.0,2.0,6.0,0.0,4.0,1.0,7.0,6.0,1.0,1.0,1.0,8.0,0.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,8.0,4.0,9.0,2.0,1.0,8.0,3.0,6.0,1.0,2.0,1.0,1.0,7.0,3.0,3.0,3.0,8.0
ISLAND,15.0,14.0,2.0,1.0,12.0,6.0,1.0,21.0,1.0,1.0,5.0,2.0,11.0,7.0,11.0,7.0,10.0,3.0,1.0,3.0,4.0,1.0,7.0,8.0,4.0,5.0,7.0,13.0,13.0,6.0,9.0,8.0,2.0,12.0,6.0,2.0,14.0,4.0,9.0,4.0,7.0,6.0,16.0,7.0,8.0,6.0,3.0,6.0,5.0,6.0,13.0,2.0,2.0,3.0,14.0,16.0,10.0,7.0,19.0,9.0,6.0,3.0,0.0,9.0,10.0,10.0,6.0,3.0,6.0,6.0,5.0,0.0,10.0,6.0,9.0,4.0,8.0,4.0,5.0,15.0,5.0,26.0,15.0,6.0,13.0,8.0,10.0,9.0,10.0,11.0,5.0,8.0,0.0,26.0,0.0,11.0,6.0,16.0,3.0,2.0,4.0,14.0,9.0,10.0,8.0,3.0,24.0,3.0,7.0,4.0,2.0,8.0,4.0,11.0,14.0,20.0,5.0,12.0,2.0,8.0,7.0,8.0,17.0,4.0,4.0,10.0,5.0,3.0,13.0,4.0,10.0,1.0,6.0,2.0,1.0,17.0,8.0,5.0,5.0,3.0,5.0,14.0,5.0,5.0,9.0,2.0,20.0,21.0,4.0,3.0,4.0,15.0,9.0,6.0,11.0,5.0,4.0,11.0,12.0,15.0,1.0,1.0,4.0,19.0,2.0,5.0,7.0,14.0,5.0,8.0,8.0,3.0,2.0,2.0,2.0,6.0,8.0,13.0,2.0,18.0,4.0,2.0,13.0,9.0,7.0,9.0,5.0,4.0,4.0,4.0,3.0,11.0,4.0,15.0
IVY,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
JOURNEY,18.0,26.0,3.0,3.0,24.0,11.0,3.0,35.0,1.0,4.0,10.0,3.0,21.0,5.0,20.0,11.0,6.0,6.0,4.0,6.0,9.0,4.0,12.0,21.0,10.0,11.0,16.0,19.0,19.0,7.0,12.0,8.0,3.0,18.0,8.0,5.0,23.0,5.0,15.0,3.0,10.0,17.0,32.0,12.0,9.0,6.0,6.0,13.0,8.0,5.0,24.0,5.0,2.0,7.0,24.0,18.0,17.0,8.0,37.0,19.0,14.0,8.0,4.0,8.0,23.0,13.0,13.0,4.0,11.0,10.0,13.0,2.0,9.0,7.0,18.0,8.0,14.0,5.0,9.0,19.0,9.0,48.0,21.0,18.0,24.0,18.0,16.0,16.0,17.0,16.0,5.0,12.0,4.0,11.0,0.0,52.0,6.0,30.0,2.0,6.0,6.0,24.0,23.0,16.0,11.0,3.0,43.0,6.0,9.0,8.0,3.0,19.0,7.0,20.0,16.0,29.0,11.0,19.0,4.0,14.0,17.0,14.0,30.0,6.0,10.0,11.0,6.0,6.0,20.0,4.0,22.0,2.0,18.0,4.0,3.0,26.0,7.0,8.0,10.0,5.0,8.0,17.0,12.0,8.0,19.0,3.0,27.0,37.0,7.0,6.0,2.0,27.0,17.0,11.0,21.0,4.0,10.0,17.0,24.0,34.0,5.0,3.0,4.0,33.0,2.0,16.0,15.0,19.0,7.0,17.0,8.0,6.0,4.0,4.0,4.0,13.0,15.0,32.0,8.0,32.0,4.0,2.0,24.0,14.0,25.0,14.0,10.0,7.0,5.0,11.0,7.0,13.0,7.0,24.0
JUPITER,12.0,14.0,4.0,3.0,18.0,10.0,2.0,25.0,1.0,1.0,6.0,3.0,11.0,5.0,6.0,1.0,9.0,7.0,1.0,3.0,3.0,3.0,3.0,8.0,6.0,7.0,11.0,8.0,8.0,6.0,9.0,5.0,6.0,10.0,4.0,2.0,12.0,3.0,13.0,3.0,6.0,8.0,13.0,2.0,6.0,6.0,1.0,2.0,5.0,2.0,16.0,3.0,2.0,4.0,14.0,12.0,11.0,6.0,24.0,7.0,3.0,7.0,1.0,6.0,14.0,1.0,7.0,2.0,3.0,3.0,4.0,0.0,1.0,6.0,7.0,3.0,10.0,1.0,7.0,15.0,2.0,29.0,16.0,7.0,14.0,7.0,11.0,13.0,7.0,6.0,2.0,7.0,1.0,6.0,0.0,6.0,33.0,22.0,1.0,3.0,5.0,15.0,18.0,10.0,8.0,2.0,26.0,5.0,11.0,4.0,1.0,6.0,7.0,12.0,7.0,22.0,5.0,14.0,3.0,14.0,6.0,6.0,19.0,2.0,5.0,7.0,3.0,5.0,17.0,2.0,15.0,3.0,5.0,2.0,1.0,21.0,3.0,6.0,4.0,0.0,7.0,5.0,6.0,6.0,9.0,0.0,16.0,25.0,3.0,2.0,1.0,15.0,8.0,3.0,9.0,3.0,7.0,15.0,8.0,12.0,3.0,1.0,4.0,19.0,1.0,8.0,6.0,11.0,7.0,4.0,5.0,5.0,1.0,9.0,5.0,4.0,3.0,16.0,2.0,15.0,1.0,0.0,12.0,9.0,9.0,10.0,3.0,2.0,3.0,10.0,2.0,2.0,2.0,17.0
KING,60.0,80.0,16.0,6.0,53.0,44.0,16.0,115.0,3.0,9.0,27.0,14.0,46.0,18.0,47.0,20.0,38.0,23.0,5.0,15.0,15.0,9.0,14.0,29.0,25.0,26.0,33.0,39.0,46.0,16.0,23.0,19.0,13.0,31.0,17.0,11.0,60.0,5.0,43.0,10.0,24.0,25.0,60.0,23.0,27.0,20.0,12.0,19.0,17.0,16.0,66.0,11.0,10.0,13.0,53.0,61.0,43.0,24.0,112.0,37.0,14.0,23.0,8.0,28.0,63.0,31.0,23.0,10.0,18.0,22.0,15.0,5.0,20.0,12.0,36.0,13.0,43.0,14.0,13.0,65.0,17.0,154.0,58.0,31.0,58.0,35.0,36.0,32.0,40.0,23.0,11.0,23.0,9.0,16.0,2.0,30.0,22.0,182.0,6.0,13.0,9.0,65.0,53.0,40.0,34.0,10.0,135.0,10.0,29.0,17.0,6.0,37.0,33.0,39.0,39.0,63.0,28.0,52.0,6.0,46.0,32.0,22.0,108.0,9.0,15.0,38.0,10.0,11.0,56.0,9.0,71.0,11.0,33.0,5.0,10.0,90.0,13.0,18.0,16.0,7.0,28.0,38.0,19.0,17.0,44.0,4.0,65.0,117.0,17.0,12.0,8.0,64.0,41.0,21.0,52.0,11.0,32.0,57.0,51.0,62.0,9.0,6.0,10.0,89.0,7.0,32.0,28.0,47.0,27.0,20.0,15.0,13.0,6.0,16.0,20.0,10.0,26.0,83.0,8.0,75.0,12.0,7.0,54.0,35.0,43.0,36.0,22.0,12.0,11.0,29.0,16.0,28.0,18.0,77.0
KNIFE,5.0,7.0,0.0,0.0,5.0,4.0,1.0,8.0,0.0,0.0,2.0,1.0,5.0,2.0,7.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,3.0,3.0,7.0,2.0,5.0,3.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,1.0,2.0,6.0,4.0,1.0,2.0,0.0,5.0,4.0,6.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,7.0,3.0,9.0,4.0,2.0,4.0,4.0,3.0,5.0,6.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,6.0,10.0,0.0,1.0,5.0,5.0,1.0,2.0,2.0,8.0,1.0,7.0,1.0,1.0,3.0,1.0,4.0,4.0,7.0,2.0,6.0,1.0,2.0,4.0,2.0,8.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,5.0,8.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,9.0,4.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,7.0,0.0,6.0,0.0,0.0,4.0,3.0,6.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,6.0
LAMP,7.0,10.0,2.0,1.0,9.0,7.0,2.0,14.0,1.0,2.0,3.0,3.0,6.0,2.0,6.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,4.0,5.0,4.0,9.0,5.0,3.0,3.0,1.0,1.0,8.0,1.0,0.0,10.0,1.0,3.0,3.0,1.0,3.0,9.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,9.0,1.0,1.0,2.0,5.0,7.0,5.0,1.0,12.0,5.0,3.0,2.0,2.0,1.0,10.0,4.0,5.0,3.0,3.0,5.0,4.0,0.0,3.0,2.0,4.0,2.0,5.0,2.0,5.0,7.0,4.0,17.0,7.0,5.0,10.0,2.0,4.0,6.0,6.0,4.0,1.0,5.0,1.0,2.0,0.0,6.0,3.0,13.0,0.0,19.0,2.0,8.0,6.0,6.0,4.0,3.0,14.0,2.0,5.0,2.0,1.0,8.0,3.0,11.0,7.0,10.0,3.0,10.0,1.0,10.0,3.0,7.0,9.0,2.0,3.0,5.0,3.0,3.0,10.0,2.0,6.0,1.0,6.0,2.0,1.0,11.0,2.0,4.0,2.0,0.0,3.0,5.0,1.0,2.0,7.0,0.0,9.0,17.0,4.0,1.0,3.0,10.0,6.0,5.0,9.0,1.0,8.0,9.0,6.0,12.0,2.0,0.0,1.0,9.0,0.0,9.0,2.0,6.0,4.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,11.0,1.0,10.0,1.0,2.0,7.0,6.0,10.0,3.0,8.0,5.0,2.0,4.0,2.0,5.0,1.0,9.0
LAUREL,4.0,10.0,6.0,0.0,5.0,4.0,2.0,9.0,1.0,3.0,0.0,1.0,7.0,4.0,5.0,4.0,2.0,3.0,0.0,5.0,1.0,2.0,4.0,3.0,3.0,5.0,8.0,5.0,6.0,3.0,6.0,4.0,0.0,6.0,3.0,1.0,6.0,3.0,14.0,2.0,5.0,7.0,8.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,12.0,2.0,0.0,3.0,8.0,5.0,3.0,3.0,10.0,4.0,4.0,2.0,2.0,4.0,8.0,4.0,3.0,2.0,3.0,5.0,2.0,0.0,4.0,6.0,7.0,3.0,7.0,2.0,5.0,6.0,6.0,12.0,8.0,3.0,6.0,5.0,5.0,8.0,5.0,4.0,2.0,4.0,1.0,4.0,0.0,6.0,5.0,9.0,1.0,2.0,17.0,9.0,7.0,8.0,2.0,2.0,12.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,5.0,9.0,4.0,5.0,0.0,3.0,7.0,5.0,5.0,3.0,4.0,3.0,1.0,2.0,6.0,3.0,9.0,2.0,5.0,2.0,2.0,8.0,2.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,8.0,1.0,11.0,13.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,9.0,6.0,8.0,4.0,0.0,1.0,7.0,0.0,5.0,4.0,10.0,5.0,5.0,3.0,2.0,1.0,6.0,1.0,2.0,5.0,7.0,3.0,6.0,2.0,2.0,6.0,2.0,6.0,6.0,4.0,2.0,2.0,6.0,4.0,5.0,1.0,7.0
LIFE,52.0,65.0,17.0,3.0,48.0,28.0,9.0,97.0,5.0,9.0,30.0,7.0,42.0,23.0,38.0,18.0,33.0,14.0,3.0,10.0,11.0,12.0,16.0,26.0,15.0,26.0,30.0,31.0,35.0,10.0,21.0,15.0,5.0,23.0,12.0,5.0,50.0,7.0,27.0,8.0,21.0,18.0,66.0,15.0,28.0,18.0,8.0,16.0,12.0,11.0,57.0,8.0,8.0,8.0,44.0,62.0,40.0,17.0,108.0,32.0,17.0,18.0,4.0,23.0,44.0,25.0,13.0,5.0,11.0,17.0,19.0,5.0,19.0,12.0,30.0,7.0,36.0,17.0,9.0,46.0,13.0,147.0,52.0,21.0,51.0,28.0,31.0,28.0,37.0,22.0,9.0,20.0,6.0,14.0,1.0,24.0,15.0,65.0,5.0,8.0,9.0,170.0,46.0,28.0,36.0,4.0,139.0,9.0,22.0,11.0,4.0,24.0,30.0,36.0,35.0,53.0,19.0,36.0,6.0,53.0,25.0,17.0,105.0,12.0,10.0,39.0,10.0,10.0,73.0,7.0,57.0,6.0,32.0,4.0,6.0,87.0,16.0,19.0,16.0,7.0,26.0,41.0,23.0,10.0,39.0,5.0,61.0,115.0,14.0,12.0,6.0,46.0,43.0,13.0,40.0,11.0,22.0,55.0,35.0,42.0,8.0,11.0,8.0,84.0,3.0,19.0,23.0,48.0,21.0,14.0,13.0,8.0,9.0,16.0,19.0,10.0,23.0,72.0,5.0,76.0,9.0,5.0,60.0,29.0,36.0,31.0,19.0,11.0,8.0,20.0,9.0,25.0,16.0,80.0
LIGHT,43.0,49.0,17.0,4.0,41.0,26.0,10.0,71.0,3.0,6.0,15.0,8.0,34.0,19.0,30.0,10.0,23.0,10.0,1.0,12.0,8.0,10.0,14.0,20.0,17.0,23.0,23.0,25.0,25.0,7.0,13.0,10.0,9.0,15.0,8.0,8.0,34.0,4.0,26.0,6.0,14.0,25.0,42.0,12.0,16.0,16.0,5.0,14.0,7.0,9.0,46.0,7.0,5.0,7.0,38.0,48.0,27.0,16.0,75.0,25.0,6.0,15.0,5.0,16.0,48.0,17.0,24.0,7.0,10.0,12.0,11.0,4.0,13.0,9.0,19.0,5.0,30.0,11.0,13.0,36.0,10.0,99.0,44.0,21.0,41.0,21.0,23.0,24.0,26.0,16.0,9.0,18.0,7.0,9.0,1.0,23.0,18.0,53.0,5.0,6.0,7.0,46.0,116.0,24.0,19.0,5.0,88.0,9.0,16.0,11.0,4.0,21.0,24.0,30.0,30.0,47.0,20.0,34.0,4.0,32.0,25.0,9.0,62.0,9.0,10.0,24.0,11.0,4.0,49.0,6.0,44.0,5.0,20.0,8.0,4.0,49.0,7.0,10.0,9.0,4.0,17.0,24.0,16.0,10.0,28.0,4.0,38.0,76.0,9.0,7.0,9.0,43.0,33.0,15.0,28.0,11.0,18.0,49.0,35.0,39.0,5.0,3.0,7.0,57.0,3.0,20.0,15.0,35.0,21.0,20.0,8.0,8.0,3.0,16.0,13.0,8.0,14.0,49.0,5.0,50.0,7.0,3.0,35.0,21.0,29.0,32.0,16.0,9.0,5.0,25.0,13.0,14.0,10.0,53.0
LION,25.0,51.0,13.0,5.0,29.0,19.0,7.0,53.0,2.0,6.0,18.0,8.0,31.0,15.0,28.0,12.0,18.0,9.0,2.0,7.0,11.0,5.0,10.0,12.0,15.0,24.0,23.0,17.0,18.0,6.0,19.0,9.0,4.0,14.0,7.0,4.0,28.0,3.0,26.0,6.0,11.0,17.0,28.0,17.0,14.0,9.0,5.0,15.0,8.0,7.0,44.0,7.0,5.0,10.0,36.0,27.0,20.0,12.0,44.0,20.0,8.0,11.0,6.0,11.0,34.0,9.0,7.0,5.0,8.0,10.0,9.0,2.0,10.0,7.0,22.0,7.0,28.0,8.0,7.0,22.0,11.0,57.0,35.0,12.0,28.0,15.0,20.0,21.0,21.0,13.0,6.0,14.0,5.0,10.0,0.0,16.0,10.0,40.0,1.0,6.0,8.0,28.0,24.0,73.0,10.0,6.0,61.0,7.0,13.0,11.0,2.0,19.0,17.0,26.0,31.0,29.0,19.0,29.0,3.0,26.0,19.0,9.0,34.0,7.0,8.0,18.0,3.0,6.0,29.0,6.0,32.0,5.0,22.0,6.0,4.0,38.0,8.0,10.0,7.0,6.0,14.0,22.0,12.0,6.0,27.0,2.0,32.0,51.0,11.0,8.0,5.0,31.0,23.0,10.0,24.0,4.0,19.0,27.0,22.0,27.0,3.0,2.0,6.0,32.0,5.0,16.0,14.0,27.0,18.0,16.0,10.0,7.0,4.0,15.0,10.0,7.0,15.0,35.0,4.0,38.0,5.0,6.0,24.0,16.0,26.0,22.0,10.0,5.0,6.0,15.0,13.0,20.0,8.0,31.0
LOVE,23.0,28.0,2.0,2.0,19.0,20.0,6.0,41.0,3.0,3.0,14.0,3.0,24.0,5.0,18.0,6.0,14.0,8.0,2.0,4.0,5.0,6.0,7.0,11.0,7.0,10.0,10.0,17.0,20.0,7.0,11.0,11.0,8.0,17.0,6.0,2.0,29.0,4.0,14.0,8.0,11.0,9.0,30.0,7.0,14.0,8.0,6.0,6.0,8.0,8.0,22.0,6.0,2.0,4.0,21.0,28.0,14.0,10.0,49.0,14.0,6.0,4.0,1.0,9.0,20.0,9.0,13.0,4.0,9.0,5.0,8.0,3.0,10.0,8.0,11.0,4.0,15.0,3.0,7.0,20.0,2.0,58.0,26.0,14.0,25.0,10.0,14.0,10.0,15.0,8.0,4.0,12.0,1.0,8.0,1.0,11.0,8.0,34.0,2.0,4.0,2.0,36.0,19.0,10.0,68.0,11.0,55.0,6.0,13.0,4.0,3.0,12.0,13.0,18.0,11.0,29.0,11.0,19.0,3.0,24.0,12.0,14.0,42.0,6.0,5.0,12.0,8.0,7.0,30.0,6.0,22.0,3.0,9.0,2.0,5.0,33.0,7.0,10.0,5.0,2.0,14.0,13.0,5.0,7.0,20.0,1.0,31.0,40.0,6.0,7.0,3.0,28.0,16.0,9.0,20.0,4.0,15.0,18.0,26.0,26.0,6.0,1.0,5.0,36.0,1.0,10.0,13.0,21.0,7.0,6.0,6.0,9.0,4.0,9.0,6.0,4.0,10.0,31.0,4.0,26.0,4.0,3.0,19.0,17.0,23.0,22.0,10.0,3.0,3.0,10.0,4.0,13.0,5.0,35.0
LOVER,7.0,10.0,0.0,2.0,7.0,8.0,2.0,10.0,0.0,1.0,4.0,0.0,13.0,4.0,6.0,2.0,5.0,5.0,1.0,0.0,3.0,0.0,4.0,6.0,4.0,5.0,6.0,8.0,7.0,3.0,7.0,5.0,5.0,8.0,2.0,1.0,9.0,2.0,6.0,3.0,4.0,3.0,9.0,3.0,4.0,2.0,1.0,5.0,3.0,2.0,8.0,4.0,0.0,2.0,12.0,9.0,5.0,6.0,10.0,6.0,2.0,3.0,1.0,5.0,7.0,5.0,4.0,1.0,5.0,2.0,1.0,1.0,5.0,0.0,8.0,4.0,5.0,2.0,4.0,11.0,4.0,16.0,9.0,4.0,5.0,4.0,5.0,6.0,7.0,4.0,2.0,6.0,0.0,3.0,0.0,3.0,2.0,10.0,2.0,3.0,2.0,4.0,5.0,6.0,11.0,20.0,13.0,2.0,5.0,3.0,2.0,6.0,5.0,8.0,7.0,10.0,6.0,9.0,2.0,6.0,3.0,4.0,9.0,1.0,6.0,6.0,2.0,2.0,11.0,3.0,5.0,2.0,4.0,0.0,2.0,8.0,3.0,2.0,5.0,1.0,4.0,3.0,2.0,2.0,10.0,1.0,7.0,13.0,6.0,1.0,1.0,13.0,5.0,6.0,8.0,2.0,4.0,10.0,10.0,9.0,0.0,1.0,1.0,9.0,1.0,7.0,8.0,10.0,3.0,6.0,2.0,3.0,0.0,5.0,1.0,2.0,4.0,8.0,0.0,9.0,1.0,2.0,3.0,5.0,9.0,6.0,5.0,1.0,3.0,4.0,0.0,8.0,1.0,10.0
